YR element hits in Lgi
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                         Lgi:sca_14:2671384        domains_inverted            2661384          2682010          4187652              20627    1.0964e-18    1.6284e-23    1.0606e-26
                         Lgi:sca_14:2373629             two_domains            2363629          2384447          4187652              20819    2.1471e-16    1.3602e-18             -
                         Lgi:sca_14:3577250                 YR_only            3567250          3587564          4187652              20315    8.5760e-16             -             -
                         Lgi:sca_14:2671185        domains_inverted            2661185          2681412          4187652              20228    1.9286e-10    1.6770e-23    1.0859e-26
                         Lgi:sca_14:2715193             two_domains            2705193          2725576          4187652              20384    4.6815e-10    1.7147e-27             -
                         Lgi:sca_14:2714904             two_domains            2704904          2725083          4187652              20180    3.8549e-08    1.6703e-27             -
                         Lgi:sca_14:2641881                    DIRS            2631881          2652129          4187652              20249    3.8549e-08    3.9814e-19    6.4264e-18
                         Lgi:sca_40:2387847                 YR_only            2377847          2398680          2536313              20834    1.6678e-23             -             -
                         Lgi:sca_150:453169                     PAT             443169           463876           498540              20708    3.9377e-23    2.4961e-18    9.1320e-37
                          Lgi:sca_126:40921             two_domains              30921            51703          1049558              20783    3.9574e-23    2.7720e-10             -
                          Lgi:sca_43:820812             two_domains             810812           831255          2119339              20444    9.2427e-22    8.5907e-24             -
                          Lgi:sca_43:821293             two_domains             811293           831655          2119339              20363    9.2427e-22    8.3286e-24             -
                         Lgi:sca_185:274913             two_domains             264913           285155           324059              20243    2.7645e-21    1.0391e-32             -
                         Lgi:sca_185:274663             two_domains             264663           284926           324059              20264    2.7645e-21    1.0239e-32             -
                         Lgi:sca_185:274564             two_domains             264564           284668           324059              20105    1.8768e-07    1.0056e-32             -
                         Lgi:sca_185:274517             two_domains             264517           284555           324059              20039    1.8768e-07    9.9715e-33             -
                          Lgi:sca_74:321161             two_domains             311161           331925          1322107              20765    6.8043e-21             -    1.0010e-30
                           Lgi:sca_70:30591             two_domains              20591            40899          1372732              20309    7.6977e-21             -    4.4225e-19
                           Lgi:sca_70:30145             two_domains              20145            40336          1372732              20192    7.6977e-21             -    4.4159e-19
                           Lgi:sca_70:30344             two_domains              20344            40595          1372732              20252    7.6977e-21             -    4.4188e-19
                           Lgi:sca_70:35161                 YR_only              25161            45469          1372732              20309    1.3834e-09             -             -
                           Lgi:sca_70:34986                 YR_only              24986            45165          1372732              20180    1.3834e-09             -             -
                         Lgi:sca_45:2146230             two_domains            2136230          2156814          2211659              20585    2.7589e-20    4.2192e-23             -
                         Lgi:sca_45:2146820             two_domains            2136820          2156987          2211659              20168    2.7589e-20    4.1031e-23             -
                           Lgi:sca_456:2208                 YR_only                  1            12879            36215              12879    1.1754e-19             -             -
                             Lgi:sca_1688:8                 YR_only                  1             9100             9100               9100    1.6829e-19             -             -
                           Lgi:sca_2441:610                 YR_only                  1             9652             9652               9652    1.9028e-19             -             -
                           Lgi:sca_2441:503                 YR_only                  1             9652             9652               9652    1.9028e-19             -             -
                           Lgi:sca_2441:929                 YR_only                  1             9652             9652               9652    4.3569e-08             -             -
                         Lgi:sca_71:1022319                 YR_only            1012319          1033140          1461470              20822    1.0942e-18             -             -
                          Lgi:sca_562:22880                 YR_only              12880            23394            23394              10515    3.8259e-18             -             -
                          Lgi:sca_311:50321                 YR_only              40321            60602            74833              20282    1.5245e-17             -             -
                          Lgi:sca_311:18829                 YR_only               8829            29290            74833              20462    1.0536e-09             -             -
                          Lgi:sca_109:95850                    DIRS              85850           106134           849478              20285    5.2241e-17    4.9615e-07    3.9452e-29
                          Lgi:sca_109:95308                    DIRS              85308           105904           849478              20597    3.3564e-15    4.9514e-07    4.0601e-29
                         Lgi:sca_131:202047                    DIRS             192047           212271           637093              20225    1.2632e-16    1.3484e-39    2.6023e-37
                         Lgi:sca_131:201859                    DIRS             191859           212032           637093              20174    1.2632e-16    1.3775e-39    2.6371e-37
                         Lgi:sca_131:202403                    DIRS             192403           212648           637093              20246    1.4765e-15    1.2942e-39    2.5294e-37
                           Lgi:sca_50:55613             two_domains              45613            66200          1846360              20588    1.0513e-15    2.2860e-07             -
                           Lgi:sca_50:55407             two_domains              45407            65595          1846360              20189    1.0513e-15    2.2843e-07             -
                          Lgi:sca_200:97300             two_domains              87300           107740           250414              20441    1.3695e-14    1.4745e-11             -
                          Lgi:sca_200:97804             two_domains              87804           107929           250414              20126    3.3598e-03    1.4807e-11             -
                          Lgi:sca_51:247923             two_domains             237923           258186          1849679              20264    9.9160e-14    4.7195e-07             -
                         Lgi:sca_149:120839             two_domains             110839           131603           557898              20765    2.4973e-13    2.0561e-11             -
                         Lgi:sca_149:121606             two_domains             111606           131668           557898              20063    2.4973e-13    2.0601e-11             -
                         Lgi:sca_189:145963                 YR_only             135963           156421           416360              20459    3.1300e-12             -             -
                          Lgi:sca_72:484871                 YR_only             474871           495020          1465299              20150    3.2132e-12             -             -
                          Lgi:sca_72:485034                 YR_only             475034           495237          1465299              20204    3.2132e-12             -             -
                         Lgi:sca_141:579255                 YR_only             569255           589491           636676              20237    1.0106e-11             -             -
                          Lgi:sca_3343:2543                 YR_only                  1             3378             3378               3378    1.1061e-10             -             -
                          Lgi:sca_3343:2425                 YR_only                  1             3378             3378               3378    1.1061e-10             -             -
                          Lgi:sca_10:201935                 YR_only             191935           212153          4930979              20219    8.4561e-10             -             -
                         Lgi:sca_29:1153523                 YR_only            1143523          1163729          2940053              20207    1.1350e-09             -             -
                          Lgi:sca_274:51199             two_domains              41199            61516            96106              20318    6.4865e-09    2.6480e-22             -
                          Lgi:sca_274:57455                    DIRS              47455            67622            96106              20168    2.6463e-04    1.1321e-22    1.3883e-11
                          Lgi:sca_100:81989                 YR_only              71989            92207          1075990              20219    6.5364e-09             -             -
                          Lgi:sca_406:78495             two_domains              68495            88722           115594              20228    8.5726e-09             -    2.2552e-11
                          Lgi:sca_406:79255             two_domains              69255            89455           115594              20201    4.1850e-06             -    2.2510e-11
                          Lgi:sca_406:79458             two_domains              69458            89523           115594              20066    4.1850e-06             -    2.2507e-11
                         Lgi:sca_193:211632                 YR_only             201632           221943           328014              20312    8.8664e-09             -             -
                          Lgi:sca_2:2292474                 YR_only            2282474          2302614          7124670              20141    1.6041e-08             -             -
                          Lgi:sca_83:208566                 YR_only             198566           218706          1212043              20141    5.1253e-08             -             -
                         Lgi:sca_104:709953             two_domains             699953           720138           848398              20186    5.1513e-08    1.0735e-25             -
                         Lgi:sca_104:715541             two_domains             705541           725726           848398              20186    5.1513e-08    8.8655e-26             -
                         Lgi:sca_104:709337             two_domains             699337           719522           848398              20186    1.6458e-06    1.0865e-25             -
                         Lgi:sca_104:714925             two_domains             704925           725110           848398              20186    1.6458e-06    9.1644e-26             -
                            Lgi:sca_12171:3                 YR_only                  1             1243             1243               1243    6.2272e-08             -             -
                         Lgi:sca_161:334894                 YR_only             324894           345094           475892              20201    6.9464e-07             -             -
                          Lgi:sca_188:20548             two_domains              10548            30736           308756              20189    8.3520e-05    4.8361e-16             -
                          Lgi:sca_188:20771             two_domains              10771            30923           308756              20153    8.3520e-05    4.8447e-16             -
                          Lgi:sca_268:92106             two_domains              82106           102978           116001              20873    1.5173e-04    8.2817e-04             -
                          Lgi:sca_268:84080             two_domains              74080            94952           116001              20873    2.0109e-04    8.4393e-04             -
                          Lgi:sca_16:129925             two_domains             119925           140221          3760045              20297    2.0213e-04    2.3858e-05             -
                         Lgi:sca_113:551750                 YR_only             541750           562091           804837              20342    1.0999e-03             -             -
                         Lgi:sca_183:179443                 YR_only             169443           189577           363757              20135    5.8931e-03             -             -
                         Lgi:sca_25:2330358             two_domains            2320358          2340495          3186766              20138    7.8457e-03             -    4.5427e-10
                          Lgi:sca_2303:5750                 YR_only                  1             8617             8617               8617    9.7092e-03             -             -
                          Lgi:sca_2303:6016                 YR_only                  1             8617             8617               8617    9.7092e-03             -             -
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
