YR element hits in Rcul
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
        Rcul:scaffold10928.1_size10500:5728             two_domains                  1            10500            10500              10500    1.0815e-04    2.2385e-35             -
         Rcul:scaffold1800.1_size26626:2596                 YR_only                  1            12703            26626              12703    1.0989e-04             -             -
         Rcul:scaffold1800.1_size26626:2703                 YR_only                  1            12765            26626              12765    1.0989e-04             -             -
         Rcul:scaffold4701.1_size14569:2116             two_domains                  1            12238            14569              12238    2.2056e-04    1.1422e-32             -
        Rcul:scaffold3959.1_size16091:14925                 YR_only               4925            16091            16091              11167    2.5963e-04             -             -
         Rcul:scaffold15657.1_size5286:2223                 YR_only                  1             5286             5286               5286    4.2492e-04             -             -
        Rcul:scaffold1356.1_size31427:18703                 YR_only               8703            28966            31427              20264    5.1458e-04             -             -
         Rcul:scaffold13855.1_size9076:8909                 YR_only                  1             9076             9076               9076    6.4216e-04             -             -
           Rcul:scaffold54046.1_size518:269                 YR_only                  1              518              518                518    7.5356e-04             -             -
           Rcul:scaffold6156.1_size13127:10             two_domains                  1            10228            13127              10228    8.9306e-04    1.4941e-07             -
        Rcul:scaffold6605.1_size22214:20857                 YR_only              10857            22214            22214              11358    1.4861e-03             -             -
           Rcul:scaffold53647.1_size521:288                 YR_only                  1              521              521                521    1.8879e-03             -             -
         Rcul:scaffold1233.1_size39290:1038                 YR_only                  1            11124            39290              11124    1.9003e-03             -             -
         Rcul:scaffold2283.1_size23210:1692                 YR_only                  1            11835            23210              11835    2.1045e-03             -             -
         Rcul:scaffold17483.1_size5085:2951             two_domains                  1             5085             5085               5085    2.3145e-03             -    3.7850e-30
        Rcul:scaffold2371.1_size41173:37032             two_domains              27032            41173            41173              14142    2.4476e-03    3.6878e-18             -
        Rcul:scaffold3720.1_size25180:23317             two_domains              13317            25180            25180              11864    4.9571e-03    6.2991e-05             -
        Rcul:scaffold7393.1_size17312:14270                 YR_only               4270            17312            17312              13043    6.5212e-03             -             -
          Rcul:scaffold38.1_size80352:42014             two_domains              32014            52256            80352              20243    7.6167e-03    2.3391e-03             -
          Rcul:scaffold38.1_size80352:41932             two_domains              31932            52006            80352              20075    7.6167e-03    2.3396e-03             -
             Rcul:scaffold652.1_size67340:8                 YR_only                  1            10118            67340              10118    9.5494e-03             -             -
           Rcul:scaffold652.1_size67340:153                 YR_only                  1            10200            67340              10200    9.5494e-03             -             -
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
