YR element hits in Dpul
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                    Dpul:scaffold_1385:5742             two_domains                  1            16077            38224              16077    8.1362e-18             -    3.7260e-21
                    Dpul:scaffold_175:98341                    DIRS              88341           108559           222247              20219    8.1766e-18    1.0223e-25    2.5292e-38
                    Dpul:scaffold_175:98585                    DIRS              88585           108800           222247              20216    8.1766e-18    1.0081e-25    2.4793e-38
                    Dpul:scaffold_175:98246                    DIRS              88246           108320           222247              20075    8.1766e-18    1.0274e-25    2.5465e-38
                    Dpul:scaffold_175:98808                    DIRS              88808           108858           222247              20051    8.1766e-18    9.9444e-26    2.4329e-38
                    Dpul:scaffold_1698:6657                    DIRS                  1             8432             8432               8432    8.2776e-18    1.4747e-46    1.3219e-39
                     Dpul:scaffold_390:1550                    DIRS                  1            11894            66661              11894    2.1405e-17    1.3645e-19    2.0112e-34
                    Dpul:scaffold_504:23710             two_domains              13710            33922            45058              20213    7.4087e-16    8.6320e-33             -
                   Dpul:scaffold_153:110040             two_domains             100040           120687           292339              20648    2.7699e-15    1.2101e-04             -
                   Dpul:scaffold_153:109889             two_domains              99889           120026           292339              20138    2.7699e-15    1.2086e-04             -
                    Dpul:scaffold_638:33896                    DIRS              23896            42425            42425              18530    9.4624e-15    8.8587e-25    4.5003e-19
                    Dpul:scaffold_638:33412                    DIRS              23412            42425            42425              19014    3.1609e-13    8.8459e-25    4.5858e-19
                    Dpul:scaffold_638:33335                    DIRS              23335            42425            42425              19091    3.1609e-13    8.8438e-25    4.5976e-19
                    Dpul:scaffold_213:25756                    DIRS              15756            36076           154076              20321    1.2696e-13    1.5205e-35    1.8477e-29
                    Dpul:scaffold_134:70391                 YR_only              60391            80651           330180              20261    2.2117e-13             -             -
                   Dpul:scaffold_134:273024                 YR_only             263024           283476           330180              20453    1.0957e-09             -             -
                    Dpul:scaffold_239:65314             two_domains              55314            75823           121053              20510    5.1819e-13             -    1.0821e-11
                    Dpul:scaffold_239:81376             two_domains              71376            91645           121053              20270    2.4733e-10             -    5.8285e-13
                    Dpul:scaffold_1170:6805             two_domains                  1             8448             8448               8448    2.3241e-12    1.5645e-48             -
                    Dpul:scaffold_251:87333                    DIRS              77333            97635           110960              20303    9.3559e-12    1.5263e-46    3.4827e-27
                    Dpul:scaffold_35:287544                    DIRS             277544           297912          1097241              20369    3.2307e-11    2.3949e-07    2.1176e-10
                     Dpul:scaffold_8415:369                 YR_only                  1             1402             1402               1402    4.3089e-11             -             -
                   Dpul:scaffold_226:125327                    DIRS             115327           135677           152265              20351    5.5971e-11    1.2229e-22    2.9572e-13
                   Dpul:scaffold_226:125265                    DIRS             115265           135315           152265              20051    5.5971e-11    1.2227e-22    2.9613e-13
                   Dpul:scaffold_101:242869        domains_inverted             232869           253513           469547              20645    1.0396e-10    8.6535e-27    5.8606e-20
                    Dpul:scaffold_101:85157        domains_inverted              75157            95423           469547              20267    5.6243e-03    5.1327e-04    1.2277e-05
                   Dpul:scaffold_165:206928             two_domains             196928           217134           257158              20207    1.8980e-10             -    5.3756e-13
                    Dpul:scaffold_351:46914                 YR_only              36914            57120            73247              20207    5.8937e-10             -             -
                    Dpul:scaffold_164:23940                    DIRS              13940            34368           261792              20429    3.6296e-09    2.1897e-30    1.5772e-20
                    Dpul:scaffold_164:23884                    DIRS              13884            34123           261792              20240    2.8147e-08    2.1904e-30    1.5778e-20
                    Dpul:scaffold_4285:2376                    DIRS                  1             5877             5877               5877    1.1531e-08    3.0739e-31    1.3293e-23
                    Dpul:scaffold_184:87187             two_domains              77187            97528           204368              20342    1.1651e-08             -    2.8642e-05
                   Dpul:scaffold_1034:11154             two_domains               1154            12514            12514              11361    1.3894e-08             -    2.0510e-03
                       Dpul:scaffold_4431:3                 YR_only                  1             4883             4883               4883    6.2938e-08             -             -
                     Dpul:scaffold_41:97794                 YR_only              87794           108066          1051352              20273    2.1215e-07             -             -
                     Dpul:scaffold_41:98716                 YR_only              88716           108994          1051352              20279    2.2722e-04             -             -
                     Dpul:scaffold_41:98993                 YR_only              88993           109061          1051352              20069    2.2722e-04             -             -
                   Dpul:scaffold_124:155505        domains_inverted             145505           165687           387069              20183    2.2012e-07    6.9468e-04    3.7762e-05
                   Dpul:scaffold_124:155402        domains_inverted             145402           165503           387069              20102    2.2012e-07    6.9406e-04    3.7794e-05
                     Dpul:scaffold_271:8169             two_domains                  1            18669           128941              18669    2.4140e-07             -    9.4318e-22
                     Dpul:scaffold_271:8666             two_domains                  1            18746           128941              18746    2.4140e-07             -    9.4318e-22
                    Dpul:scaffold_4125:6038                 YR_only                  1             6738             6738               6738    5.3374e-07             -             -
                   Dpul:scaffold_133:116350             two_domains             106350           126448           329134              20099    6.0958e-07             -    6.7962e-34
                   Dpul:scaffold_133:116445             two_domains             106445           126504           329134              20060    6.0958e-07             -    6.8205e-34
                    Dpul:scaffold_5177:1121                 YR_only                  1             3629             3629               3629    9.5604e-07             -             -
                    Dpul:scaffold_11769:753                 YR_only                  1             1141             1141               1141    1.1735e-06             -             -
                    Dpul:scaffold_64:173262                 YR_only             163262           183519           750253              20258    1.2014e-06             -             -
                    Dpul:scaffold_273:67417             two_domains              57417            77626            89430              20210    2.0880e-06             -    1.3940e-23
                    Dpul:scaffold_236:22830                 YR_only              12830            33252           132775              20423    3.5578e-06             -             -
                     Dpul:scaffold_7600:381                 YR_only                  1             1558             1558               1558    5.1201e-06             -             -
                    Dpul:scaffold_178:49034                 YR_only              39034            59162           239294              20129    1.1402e-05             -             -
                    Dpul:scaffold_56:416292             two_domains             406292           426594           847024              20303    2.0563e-05             -    6.4335e-04
                    Dpul:scaffold_846:11057                 YR_only               1057            15412            15412              14356    3.8210e-05             -             -
                    Dpul:scaffold_2406:6658                 YR_only                  1             7451             7451               7451    4.6141e-04             -             -
                   Dpul:scaffold_167:142867        domains_inverted             132867           153655           246822              20789    3.2183e-03    1.0086e-21    3.3265e-16
                   Dpul:scaffold_112:292510             two_domains             282510           302644           405685              20135    9.8801e-03    1.7610e-21             -
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
