YR element hits in Ebre
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                       Ebre:contig_19059:35                 YR_only                  1              318              318                318    1.6258e-06             -             -
                      Ebre:contig_64777:313                 YR_only                  1              587              587                587    1.7808e-06             -             -
                      Ebre:contig_288826:86                 YR_only                  1              455              455                455    1.9598e-06             -             -
                     Ebre:contig_100608:704                 YR_only                  1             1116             1116               1116    1.9757e-06             -             -
                       Ebre:contig_377915:3             two_domains                  1              668              668                668    2.0283e-06             -    9.0947e-40
                      Ebre:contig_361541:33                 YR_only                  1              277              277                277    2.1451e-06             -             -
                     Ebre:contig_107357:606                 YR_only                  1              828              828                828    2.5426e-06             -             -
                      Ebre:contig_315780:47                 YR_only                  1              486              486                486    2.8040e-06             -             -
                    Ebre:contig_123062:1012                 YR_only                  1             1399             1399               1399    2.8284e-06             -             -
                       Ebre:contig_155168:1                 YR_only                  1              325              325                325    3.0985e-06             -             -
                       Ebre:contig_229725:4                 YR_only                  1              554              554                554    3.1462e-06             -             -
                      Ebre:contig_206057:12                 YR_only                  1              376              376                376    3.2757e-06             -             -
                       Ebre:contig_1425:425                 YR_only                  1              610              610                610    3.4290e-06             -             -
                      Ebre:contig_280486:12                 YR_only                  1              422              422                422    3.4901e-06             -             -
                      Ebre:contig_14295:177                 YR_only                  1              830              830                830    3.5006e-06             -             -
                       Ebre:contig_261772:1                 YR_only                  1              436              436                436    3.5849e-06             -             -
                      Ebre:contig_506269:92                 YR_only                  1              335              335                335    3.8692e-06             -             -
                       Ebre:contig_506269:1                 YR_only                  1              335              335                335    3.8692e-06             -             -
                      Ebre:contig_790234:26                 YR_only                  1              227              227                227    3.9745e-06             -             -
                      Ebre:contig_148314:33                 YR_only                  1              242              242                242    3.9806e-06             -             -
                      Ebre:contig_127559:79                 YR_only                  1              727              727                727    4.0976e-06             -             -
                       Ebre:contig_689020:9                 YR_only                  1              317              317                317    4.2128e-06             -             -
                     Ebre:contig_362929:169                 YR_only                  1              749              749                749    4.2598e-06             -             -
                     Ebre:contig_340655:352                 YR_only                  1             1269             1269               1269    4.3836e-06             -             -
                      Ebre:contig_581913:44                 YR_only                  1              394              394                394    4.6054e-06             -             -
                     Ebre:contig_504124:127                 YR_only                  1              813              813                813    4.6458e-06             -             -
                    Ebre:contig_150986:1127                 YR_only                  1             1951             1951               1951    4.7214e-06             -             -
                    Ebre:contig_150986:1517                 YR_only                  1             1951             1951               1951    6.3878e-06             -             -
                     Ebre:contig_150986:478                 YR_only                  1             1951             1951               1951    5.6187e-04             -             -
                     Ebre:contig_556146:459             two_domains                  1              637              637                637    4.8849e-06             -    7.3204e-18
                     Ebre:contig_301364:966                 YR_only                  1             1853             1853               1853    5.5993e-06             -             -
                       Ebre:contig_565116:1                 YR_only                  1              319              319                319    5.7826e-06             -             -
                       Ebre:contig_148787:4                 YR_only                  1              354              354                354    6.0254e-06             -             -
                      Ebre:contig_55790:452                 YR_only                  1              825              825                825    6.3881e-06             -             -
                       Ebre:contig_65630:10                 YR_only                  1              442              442                442    6.8234e-06             -             -
                       Ebre:contig_434222:1                 YR_only                  1              256              256                256    7.5568e-06             -             -
                     Ebre:contig_256387:351                 YR_only                  1              804              804                804    8.4771e-06             -             -
                        Ebre:contig_39592:1                 YR_only                  1              805              805                805    8.4771e-06             -             -
                       Ebre:contig_377129:5                 YR_only                  1              393              393                393    8.6568e-06             -             -
                     Ebre:contig_485204:201                 YR_only                  1              408              408                408    8.8739e-06             -             -
                      Ebre:contig_197107:74                 YR_only                  1              633              633                633    9.0960e-06             -             -
                     Ebre:contig_256067:222                 YR_only                  1              656              656                656    9.3401e-06             -             -
                      Ebre:contig_613727:18                 YR_only                  1              479              479                479    9.8588e-06             -             -
                      Ebre:contig_951681:43                 YR_only                  1              219              219                219    1.0296e-05             -             -
                     Ebre:contig_81684:2214                    DIRS                  1             2691             2691               2691    1.0453e-05    1.2806e-32    2.1498e-20
                      Ebre:contig_125526:34                 YR_only                  1              349              349                349    1.1211e-05             -             -
                     Ebre:contig_349319:243                 YR_only                  1              827              827                827    1.1773e-05             -             -
                     Ebre:contig_757878:178                 YR_only                  1              479              479                479    1.3487e-05             -             -
                      Ebre:contig_13880:441                 YR_only                  1              968              968                968    1.3920e-05             -             -
                     Ebre:contig_148221:108                 YR_only                  1              574              574                574    1.5423e-05             -             -
                      Ebre:contig_88075:157                 YR_only                  1              897              897                897    1.7377e-05             -             -
                      Ebre:contig_269422:25                 YR_only                  1              474              474                474    1.8203e-05             -             -
                     Ebre:contig_738206:286                 YR_only                  1              388              388                388    1.8335e-05             -             -
                     Ebre:contig_738206:138                 YR_only                  1              388              388                388    1.8335e-05             -             -
                       Ebre:contig_525325:7                 YR_only                  1              364              364                364    2.1511e-05             -             -
                      Ebre:contig_292668:11                 YR_only                  1              356              356                356    2.3757e-05             -             -
                     Ebre:contig_292668:220                 YR_only                  1              356              356                356    2.3757e-05             -             -
                     Ebre:contig_193663:108                 YR_only                  1              941              941                941    2.4704e-05             -             -
                     Ebre:contig_193663:770                 YR_only                  1              941              941                941    3.3385e-05             -             -
                     Ebre:contig_280724:291                 YR_only                  1              482              482                482    2.5213e-05             -             -
                      Ebre:contig_14070:300                 YR_only                  1              510              510                510    2.6216e-05             -             -
                        Ebre:contig_3548:61                 YR_only                  1              506              506                506    2.6216e-05             -             -
                     Ebre:contig_482887:225                 YR_only                  1             1271             1271               1271    2.6767e-05             -             -
                     Ebre:contig_254838:208                 YR_only                  1             1206             1206               1206    3.3352e-05             -             -
                     Ebre:contig_106036:377                 YR_only                  1             1258             1258               1258    3.5331e-05             -             -
                      Ebre:contig_599413:13                 YR_only                  1              288              288                288    3.7540e-05             -             -
                      Ebre:contig_88309:608                 YR_only                  1             1073             1073               1073    3.8512e-05             -             -
                     Ebre:contig_464935:178                 YR_only                  1              346              346                346    3.9520e-05             -             -
                      Ebre:contig_375062:14                 YR_only                  1              414              414                414    4.2672e-05             -             -
                       Ebre:contig_612454:3                 YR_only                  1              286              286                286    5.1112e-05             -             -
                     Ebre:contig_394613:120                 YR_only                  1              332              332                332    5.3106e-05             -             -
                     Ebre:contig_350543:176                 YR_only                  1              352              352                352    5.4654e-05             -             -
                       Ebre:contig_173686:1                 YR_only                  1              355              355                355    5.4654e-05             -             -
                     Ebre:contig_339171:753                 YR_only                  1             1224             1224               1224    6.1561e-05             -             -
                      Ebre:contig_446114:10                 YR_only                  1              731              731                731    6.5742e-05             -             -
                      Ebre:contig_92311:184                 YR_only                  1              505              505                505    6.6695e-05             -             -
                     Ebre:contig_604383:210                 YR_only                  1              620              620                620    6.6924e-05             -             -
                      Ebre:contig_604383:67                 YR_only                  1              620              620                620    6.6924e-05             -             -
                     Ebre:contig_305515:124                 YR_only                  1              342              342                342    7.4072e-05             -             -
                      Ebre:contig_182538:74                 YR_only                  1              392              392                392    7.8023e-05             -             -
                      Ebre:contig_58643:659                 YR_only                  1              894              894                894    7.8517e-05             -             -
                     Ebre:contig_156857:209                 YR_only                  1              738              738                738    8.9139e-05             -             -
                      Ebre:contig_587230:16                 YR_only                  1              206              206                206    9.4626e-05             -             -
                     Ebre:contig_815180:133                 YR_only                  1              328              328                328    9.9539e-05             -             -
                      Ebre:contig_165721:74                 YR_only                  1              580              580                580    1.0016e-04             -             -
                       Ebre:contig_382561:1                 YR_only                  1              364              364                364    1.0337e-04             -             -
                       Ebre:contig_46721:14                 YR_only                  1              969              969                969    1.1394e-04             -             -
                     Ebre:contig_904507:113                 YR_only                  1              246              246                246    1.2921e-04             -             -
                     Ebre:contig_102361:276                 YR_only                  1              802              802                802    1.2941e-04             -             -
                     Ebre:contig_221517:697                 YR_only                  1              806              806                806    1.3064e-04             -             -
                     Ebre:contig_524034:347                 YR_only                  1              850              850                850    1.3682e-04             -             -
                      Ebre:contig_519236:14                 YR_only                  1              361              361                361    1.4138e-04             -             -
                     Ebre:contig_653077:114                 YR_only                  1              388              388                388    1.4429e-04             -             -
                      Ebre:contig_630354:39                 YR_only                  1              415              415                415    1.4902e-04             -             -
                      Ebre:contig_89938:240                 YR_only                  1              454              454                454    1.5770e-04             -             -
                        Ebre:contig_40969:3                 YR_only                  1             1008             1008               1008    1.5933e-04             -             -
                      Ebre:contig_500349:85                 YR_only                  1              307              307                307    1.8344e-04             -             -
                       Ebre:contig_382536:4                 YR_only                  1              385              385                385    1.9721e-04             -             -
                     Ebre:contig_796146:113                 YR_only                  1              228              228                228    2.4188e-04             -             -
                       Ebre:contig_417350:4                 YR_only                  1              324              324                324    2.5490e-04             -             -
                     Ebre:contig_193710:201                 YR_only                  1              607              607                607    2.6045e-04             -             -
                      Ebre:contig_291246:16                 YR_only                  1              378              378                378    2.6944e-04             -             -
                     Ebre:contig_193767:408                 YR_only                  1             1410             1410               1410    2.7460e-04             -             -
                     Ebre:contig_484507:219                 YR_only                  1              675              675                675    2.8014e-04             -             -
                     Ebre:contig_102382:194                 YR_only                  1              448              448                448    2.9027e-04             -             -
                     Ebre:contig_263820:559             two_domains                  1              811              811                811    3.2517e-04    2.6600e-23             -
                       Ebre:contig_693870:1                 YR_only                  1              234              234                234    3.3134e-04             -             -
                     Ebre:contig_210493:116                 YR_only                  1              218              218                218    3.3153e-04             -             -
                      Ebre:contig_387063:47                 YR_only                  1              319              319                319    3.4582e-04             -             -
                       Ebre:contig_42557:17                 YR_only                  1              414              414                414    3.7941e-04             -             -
                      Ebre:contig_714569:20                 YR_only                  1              237              237                237    4.5357e-04             -             -
                     Ebre:contig_483394:244                 YR_only                  1              898              898                898    4.7340e-04             -             -
                       Ebre:contig_304186:6                 YR_only                  1              410              410                410    5.1773e-04             -             -
                       Ebre:contig_552870:2                 YR_only                  1              218              218                218    6.2139e-04             -             -
                       Ebre:contig_557543:4                 YR_only                  1              208              208                208    6.2295e-04             -             -
                      Ebre:contig_290094:39                 YR_only                  1              318              318                318    6.4622e-04             -             -
                     Ebre:contig_265693:248                 YR_only                  1              478              478                478    6.8523e-04             -             -
                       Ebre:contig_265693:6                 YR_only                  1              478              478                478    6.8523e-04             -             -
                     Ebre:contig_350016:220                 YR_only                  1              748              748                748    7.5391e-04             -             -
                      Ebre:contig_166713:13                 YR_only                  1              219              219                219    8.5039e-04             -             -
                      Ebre:contig_815310:13                 YR_only                  1              301              301                301    8.7137e-04             -             -
                      Ebre:contig_940753:51                 YR_only                  1              323              323                323    8.8300e-04             -             -
                     Ebre:contig_262725:112                 YR_only                  1              704              704                704    9.7606e-04             -             -
                     Ebre:contig_743618:217                 YR_only                  1              462              462                462    1.0224e-03             -             -
                      Ebre:contig_121109:97                 YR_only                  1              306              306                306    1.1981e-03             -             -
                       Ebre:contig_480572:4                 YR_only                  1              224              224                224    1.5915e-03             -             -
                      Ebre:contig_788171:74                 YR_only                  1              357              357                357    1.6971e-03             -             -
                     Ebre:contig_125872:247                 YR_only                  1              844              844                844    2.0019e-03             -             -
                       Ebre:contig_322151:2                 YR_only                  1              579              579                579    2.1388e-03             -             -
                        Ebre:contig_55791:5                 YR_only                  1              246              246                246    2.1735e-03             -             -
                       Ebre:contig_552871:2                 YR_only                  1              221              221                221    2.1763e-03             -             -
                      Ebre:contig_707805:17                 YR_only                  1              268              268                268    2.1827e-03             -             -
                       Ebre:contig_397915:2                 YR_only                  1              287              287                287    2.1990e-03             -             -
                      Ebre:contig_230762:15                 YR_only                  1              305              305                305    2.2212e-03             -             -
                    Ebre:contig_130143:2915                 YR_only                  1             7540             7540               7540    2.5596e-03             -             -
                     Ebre:contig_105256:184                 YR_only                  1              487              487                487    2.6473e-03             -             -
                      Ebre:contig_588860:31                 YR_only                  1              204              204                204    2.9982e-03             -             -
                     Ebre:contig_143826:165                 YR_only                  1              380              380                380    3.2330e-03             -             -
                      Ebre:contig_52428:507                 YR_only                  1              746              746                746    3.3437e-03             -             -
                      Ebre:contig_266287:21                 YR_only                  1              245              245                245    4.0576e-03             -             -
                      Ebre:contig_259474:90                 YR_only                  1              260              260                260    4.0631e-03             -             -
                      Ebre:contig_717751:20                 YR_only                  1              308              308                308    4.1609e-03             -             -
                    Ebre:contig_120804:1173             two_domains                  1             1762             1762               1762    5.0924e-03             -    8.8275e-06
                       Ebre:contig_643880:3                 YR_only                  1              252              252                252    5.5414e-03             -             -
                      Ebre:contig_543667:78                 YR_only                  1              228              228                228    5.5446e-03             -             -
                      Ebre:contig_923960:99                 YR_only                  1              222              222                222    5.5558e-03             -             -
                      Ebre:contig_685710:78                 YR_only                  1              223              223                223    5.5558e-03             -             -
                     Ebre:contig_109437:161                 YR_only                  1              295              295                295    5.6189e-03             -             -
                      Ebre:contig_745268:93                 YR_only                  1              319              319                319    5.7079e-03             -             -
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
