YR element hits in Nve
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                     Nve:scaffold_1:1940460          viper_or_Ngaro            1930460          1950930          3256212              20471    3.8531e-23    3.2327e-23             -
                     Nve:scaffold_1:1941095          viper_or_Ngaro            1931095          1951292          3256212              20198    3.8531e-23    3.2840e-23             -
                     Nve:scaffold_1:1940911          viper_or_Ngaro            1930911          1951087          3256212              20177    3.8531e-23    3.2549e-23             -
                     Nve:scaffold_1:2238067                    DIRS            2228067          2248330          3256212              20264    1.0090e-17    9.9326e-26    6.8442e-35
                     Nve:scaffold_1:1681715                 YR_only            1671715          1691813          3256212              20099    2.1749e-06             -             -
                     Nve:scaffold_1:2177243                 YR_only            2167243          2187398          3256212              20156    6.2295e-04             -             -
                     Nve:scaffold_1:2966216                 YR_only            2956216          2976446          3256212              20231    7.7795e-03             -             -
                    Nve:scaffold_182:226621             two_domains             216621           237016           475249              20396    3.2774e-26    3.9826e-03             -
                    Nve:scaffold_182:226310             two_domains             216310           236597           475249              20288    3.2774e-26    3.9784e-03             -
                     Nve:scaffold_521:67941              dirs1-like              57941            78213           113794              20273    4.4410e-26    3.4720e-18    2.7221e-24
                     Nve:scaffold_521:68169              dirs1-like              58169            78465           113794              20297    3.8451e-09    3.5044e-18    2.7512e-24
                     Nve:scaffold_521:68489              dirs1-like              58489            78563           113794              20075    3.8451e-09    3.5167e-18    2.7622e-24
                     Nve:scaffold_572:57513             two_domains              47513            68172            93829              20660    1.0935e-25    9.2775e-15             -
                     Nve:scaffold_30:913157             two_domains             903157           923993          1506809              20837    1.5708e-25    6.8567e-22             -
                    Nve:scaffold_117:449766                 YR_only             439766           460449           673652              20684    3.7568e-25             -             -
                    Nve:scaffold_117:308141                 YR_only             298141           318476           673652              20336    2.5622e-10             -             -
                    Nve:scaffold_117:282065                 YR_only             272065           292208           673652              20144    4.6928e-04             -             -
                     Nve:scaffold_544:73252                    DIRS              63252            83596           105722              20345    1.0650e-24    6.2477e-28    9.4586e-29
                     Nve:scaffold_23:115226                    DIRS             105226           125900          1596662              20675    2.8067e-24    3.9589e-34    4.0297e-25
                     Nve:scaffold_23:113868                    DIRS             103868           124104          1596662              20237    1.8882e-10    4.5859e-34    4.3214e-25
                     Nve:scaffold_23:115050                    DIRS             105050           125256          1596662              20207    1.4326e-03    4.0518e-34    4.0705e-25
                    Nve:scaffold_282:290601                 YR_only             280601           301365           304494              20765    1.2233e-23             -             -
                      Nve:scaffold_8720:184                 YR_only                  1             3259             3259               3259    1.3269e-23             -             -
                     Nve:scaffold_26:602574                    DIRS             592574           612858          1571463              20285    2.3084e-23    3.8638e-32    1.4801e-21
                     Nve:scaffold_26:602861                    DIRS             592861           613217          1571463              20357    2.3084e-23    3.8617e-32    1.4793e-21
                      Nve:scaffold_6989:374                 YR_only                  1             6490             6490               6490    3.2427e-23             -             -
                        Nve:scaffold_6989:4                 YR_only                  1             6490             6490               6490    3.2427e-23             -             -
                    Nve:scaffold_246:183869                 YR_only             173869           194354           354076              20486    6.7772e-23             -             -
                    Nve:scaffold_246:183604                 YR_only             173604           193846           354076              20243    6.7772e-23             -             -
                    Nve:scaffold_246:260208          viper_or_Ngaro             250208           270585           354076              20378    1.1179e-09    5.6084e-14             -
                    Nve:scaffold_139:163055             two_domains             153055           173789           575467              20735    9.2872e-23             -    2.2411e-40
                     Nve:scaffold_139:26373             two_domains              16373            36861           575467              20489    2.6766e-04    8.1852e-05             -
                    Nve:scaffold_242:252416                    DIRS             242416           263066           362355              20651    1.4840e-22    7.5409e-30    4.1361e-29
                    Nve:scaffold_242:253150                    DIRS             243150           263248           362355              20099    1.4840e-22    7.5487e-30    3.9567e-29
                    Nve:scaffold_133:576216                    DIRS             566216           586623           616758              20408    2.9328e-22    1.7056e-16    1.5363e-35
                    Nve:scaffold_133:578122              dirs1-like             568122           588391           616758              20270    1.0827e-18    1.7123e-16    1.3027e-35
                     Nve:scaffold_490:56726                    DIRS              46726            67139           128276              20414    4.9758e-22    6.9798e-31    6.8092e-27
                     Nve:scaffold_490:51815                    DIRS              41815            62015           128276              20201    1.1968e-12    7.0144e-31    5.8309e-27
                     Nve:scaffold_490:52029                    DIRS              42029            62145           128276              20117    1.1968e-12    7.0133e-31    5.8651e-27
                     Nve:scaffold_1413:7056             two_domains                  1            17520            32103              17520    9.8525e-22    9.6419e-16             -
                    Nve:scaffold_131:307458             two_domains             297458           318324           608469              20867    1.1822e-21    2.0407e-22             -
                     Nve:scaffold_131:87451                 YR_only              77451            97726           608469              20276    1.2893e-17             -             -
                     Nve:scaffold_131:86876                 YR_only              76876            97295           608469              20420    5.4920e-12             -             -
                     Nve:scaffold_924:20096             two_domains              10096            30713            44343              20618    2.1129e-21    1.7931e-18             -
                     Nve:scaffold_924:20719             two_domains              10719            30862            44343              20144    2.1129e-21    1.7320e-18             -
                     Nve:scaffold_924:20862             two_domains              10862            30906            44343              20045    2.1129e-21    1.7166e-18             -
                       Nve:scaffold_9438:14                 YR_only                  1             2987             2987               2987    3.7200e-21             -             -
                     Nve:scaffold_4228:4130                 YR_only                  1             5838             5838               5838    1.0728e-20             -             -
                    Nve:scaffold_187:306106             two_domains             296106           316576           457786              20471    1.1756e-20    8.2707e-05             -
                    Nve:scaffold_187:306539             two_domains             296539           316961           457786              20423    1.7272e-12    8.2926e-05             -
                     Nve:scaffold_537:34203             two_domains              24203            44333            44333              20131    3.5047e-20    3.1524e-22             -
                    Nve:scaffold_416:102530             two_domains              92530           112934           172375              20405    4.9014e-20    1.5032e-22             -
                    Nve:scaffold_416:102120             two_domains              92120           112458           172375              20339    4.9014e-20    1.4706e-22             -
                        Nve:scaffold_5140:2             two_domains                  1             7079             7079               7079    5.8129e-20             -    2.0001e-14
                     Nve:scaffold_536:95113             two_domains              85113           105340           105622              20228    5.9214e-20    3.3205e-21             -
                     Nve:scaffold_536:33359             two_domains              23359            43778           105622              20420    2.9724e-12    1.0679e-15             -
                    Nve:scaffold_154:444070             two_domains             434070           454471           542344              20402    6.1772e-20    1.5270e-20             -
                    Nve:scaffold_154:443717             two_domains             433717           454019           542344              20303    6.1772e-20    1.5884e-20             -
                    Nve:scaffold_429:122392                 YR_only             112392           132787           165631              20396    1.4124e-19             -             -
                    Nve:scaffold_164:524352                 YR_only             514352           526290           526290              11939    1.5201e-19             -             -
                    Nve:scaffold_1466:10094                 YR_only                 94            20549            27995              20456    2.2224e-19             -             -
                      Nve:scaffold_8285:121                 YR_only                  1             3708             3708               3708    3.0781e-19             -             -
                    Nve:scaffold_126:538548                 YR_only             528548           549216           622705              20669    8.1824e-19             -             -
                     Nve:scaffold_123:94722              dirs1-like              84722           105291           655083              20570    8.7447e-19    3.8055e-07    4.1205e-31
                     Nve:scaffold_123:94655              dirs1-like              84655           104717           655083              20063    8.7447e-19    3.8091e-07    4.1370e-31
                     Nve:scaffold_123:95264              dirs1-like              85264           105500           655083              20237    2.5192e-15    3.7768e-07    3.9898e-31
                    Nve:scaffold_123:211681                 YR_only             201681           221776           655083              20096    1.0794e-03             -             -
                    Nve:scaffold_123:215982                 YR_only             205982           226077           655083              20096    1.0794e-03             -             -
                     Nve:scaffold_481:16531             two_domains               6531            27382           127081              20852    1.0572e-18    6.5829e-34             -
                     Nve:scaffold_481:84644                    DIRS              74644            94955           127081              20312    1.1396e-04    2.7039e-06    1.7908e-11
                     Nve:scaffold_481:14958             two_domains               4958            25086           127081              20129    1.1396e-04    5.2017e-34             -
                     Nve:scaffold_481:15371             two_domains               5371            25553           127081              20183    2.5104e-03    5.5374e-34             -
                    Nve:scaffold_104:451438                 YR_only             441438           461704           736687              20267    1.0832e-18             -             -
                    Nve:scaffold_104:623406          viper_or_Ngaro             613406           634089           736687              20684    2.3296e-12    5.4346e-17             -
                    Nve:scaffold_104:624040          viper_or_Ngaro             614040           634207           736687              20168    9.1386e-08    5.3203e-17             -
                     Nve:scaffold_1607:2670             two_domains                  1            13053            23109              13053    1.2813e-18    1.4827e-16             -
                    Nve:scaffold_308:257963             two_domains             247963           268229           271752              20267    1.8796e-18    5.3134e-35             -
                     Nve:scaffold_43:866005          viper_or_Ngaro             856005           876517          1275895              20513    1.8960e-18    4.7286e-18             -
                     Nve:scaffold_43:438878                 YR_only             428878           449090          1275895              20213    8.8421e-09             -             -
                    Nve:scaffold_456:138827             two_domains             128827           145142           145142              16316    4.8165e-18    3.9124e-35             -
                     Nve:scaffold_18236:380                 YR_only                  1             1028             1028               1028    6.1906e-18             -             -
                     Nve:scaffold_196:69484                    DIRS              59484            79846           445019              20363    9.6795e-18    2.3029e-46    2.0934e-35
                     Nve:scaffold_196:69820                    DIRS              59820            79972           445019              20153    1.5585e-08    1.9298e-46    2.0454e-35
                    Nve:scaffold_258:132770                    DIRS             122770           143195           335353              20426    9.9606e-18    1.4400e-39    4.9586e-18
                    Nve:scaffold_11:1634720             two_domains            1624720          1644986          1986761              20267    2.3216e-17    3.4560e-03             -
                    Nve:scaffold_11:1822095             two_domains            1812095          1832247          1986761              20153    2.1756e-06    1.8861e-14             -
                     Nve:scaffold_207:64552                 YR_only              54552            75391           396878              20840    2.9328e-17             -             -
                        Nve:scaffold_7435:6                 YR_only                  1             5464             5464               5464    1.0586e-16             -             -
                    Nve:scaffold_317:128463             two_domains             118463           139050           261880              20588    1.6405e-16    8.6627e-36             -
                    Nve:scaffold_317:128372             two_domains             118372           138464           261880              20093    1.6405e-16    8.2415e-36             -
                    Nve:scaffold_317:126219             two_domains             116219           136365           261880              20147    4.8660e-09    6.2261e-36             -
                     Nve:scaffold_28:840421                 YR_only             830421           850540          1546546              20120    4.5566e-16             -             -
                     Nve:scaffold_28:840943                 YR_only             830943           851218          1546546              20276    4.5566e-16             -             -
                     Nve:scaffold_28:840539                 YR_only             830539           850949          1546546              20411    4.5566e-16             -             -
                     Nve:scaffold_28:612464                    DIRS             602464           622604          1546546              20141    4.4651e-10    3.1065e-27    6.6625e-28
                     Nve:scaffold_28:612177                    DIRS             602177           622464          1546546              20288    4.4651e-10    3.1632e-27    6.7596e-28
                    Nve:scaffold_28:1415546                 YR_only            1405546          1425743          1546546              20198    8.3721e-10             -             -
                    Nve:scaffold_199:123124                 YR_only             113124           133672           437540              20549    4.6972e-16             -             -
                    Nve:scaffold_199:122993                 YR_only             112993           133067           437540              20075    4.6972e-16             -             -
                    Nve:scaffold_199:123671                 YR_only             113671           133877           437540              20207    4.6972e-16             -             -
                     Nve:scaffold_590:27414             two_domains              17414            38016            83750              20603    1.7959e-15    2.4438e-19             -
                     Nve:scaffold_3855:7577                 YR_only                  1             8790             8790               8790    2.3190e-15             -             -
                     Nve:scaffold_4390:1771             two_domains                  1             6401             6401               6401    2.8300e-15    1.4780e-23             -
                     Nve:scaffold_4390:5828             two_domains                  1             6401             6401               6401    2.8300e-15    1.4780e-23             -
                     Nve:scaffold_4390:2312             two_domains                  1             6401             6401               6401    1.6272e-08    1.4780e-23             -
                    Nve:scaffold_328:164367        domains_inverted             154367           174822           240447              20456    4.3713e-15    2.5637e-18    6.8748e-37
                    Nve:scaffold_328:171825          viper_or_Ngaro             161825           182169           240447              20345    5.7794e-15    2.9886e-18             -
                    Nve:scaffold_328:164266        domains_inverted             154266           174439           240447              20174    1.6056e-06    2.5255e-18    6.6756e-37
                    Nve:scaffold_328:164788        domains_inverted             154788           174982           240447              20195    6.6859e-06    2.5792e-18    6.9562e-37
                     Nve:scaffold_113:28070             two_domains              18070            38237           637503              20168    6.1825e-15    3.9369e-17             -
                     Nve:scaffold_113:28267             two_domains              18267            38806           637503              20540    6.1825e-15    4.0133e-17             -
                     Nve:scaffold_31:672774                    DIRS             662774           683001          1442344              20228    1.0384e-14    5.8404e-36    1.0813e-35
                     Nve:scaffold_31:672283                    DIRS             662283           682828          1442344              20546    1.2259e-06    6.1278e-36    1.1213e-35
                     Nve:scaffold_766:34160                 YR_only              24160            44378            51873              20219    2.1497e-14             -             -
                    Nve:scaffold_229:324108                 YR_only             314108           334803           382888              20696    2.4000e-14             -             -
                    Nve:scaffold_229:324005                 YR_only             314005           334106           382888              20102    2.4000e-14             -             -
                     Nve:scaffold_611:56501                 YR_only              46501            67202            79554              20702    3.0623e-14             -             -
                     Nve:scaffold_611:39352                 YR_only              29352            49996            79554              20645    4.2295e-11             -             -
                     Nve:scaffold_611:31998                 YR_only              21998            42642            79554              20645    4.2295e-11             -             -
                     Nve:scaffold_66:999378          viper_or_Ngaro             989378          1009725          1012692              20348    5.6161e-14    2.2208e-09             -
                     Nve:scaffold_156:51009                 YR_only              41009            61293           545662              20285    7.4374e-14             -             -
                    Nve:scaffold_143:110285                 YR_only             100285           120575           578374              20291    1.2941e-13             -             -
                    Nve:scaffold_291:213887                    DIRS             203887           224174           291113              20288    1.3053e-13    2.7051e-30    3.4832e-28
                    Nve:scaffold_170:367646             two_domains             357646           377930           506521              20285    1.3104e-13    1.4474e-19             -
                    Nve:scaffold_170:367182             two_domains             357182           377730           506521              20549    1.4958e-12    1.4463e-19             -
                    Nve:scaffold_170:367102             two_domains             357102           377155           506521              20054    1.4958e-12    1.4461e-19             -
                    Nve:scaffold_170:185652                 YR_only             175652           196209           506521              20558    1.3630e-06             -             -
                    Nve:scaffold_170:185324                 YR_only             175324           195545           506521              20222    1.3630e-06             -             -
                     Nve:scaffold_35:857074          viper_or_Ngaro             847074           867415          1317302              20342    1.4254e-13    2.3963e-31             -
                     Nve:scaffold_35:856988          viper_or_Ngaro             846988           867074          1317302              20087    1.4254e-13    2.3477e-31             -
                     Nve:scaffold_8570:2541                 YR_only                  1             3455             3455               3455    1.6004e-13             -             -
                     Nve:scaffold_8570:2882                 YR_only                  1             3455             3455               3455    1.6004e-13             -             -
                     Nve:scaffold_3785:3440                 YR_only                  1             9323             9323               9323    1.7609e-13             -             -
                     Nve:scaffold_3253:9826                 YR_only                  1            10007            10007              10007    1.8761e-13             -             -
                        Nve:scaffold_1834:3                 YR_only                  1            10275            19247              10275    2.0941e-13             -             -
                    Nve:scaffold_201:421212                 YR_only             411212           424286           424286              13075    2.7557e-13             -             -
                    Nve:scaffold_201:409135                 YR_only             399135           419716           424286              20582    4.6736e-08             -             -
                     Nve:scaffold_195:33767             two_domains              23767            44021           442127              20255    4.1115e-13    6.6554e-36             -
                     Nve:scaffold_2922:2224             two_domains                  1            12245            12245              12245    1.0746e-12    5.4269e-24             -
                      Nve:scaffold_9042:604             two_domains                  1             3134             3134               3134    1.3628e-12    3.4564e-31             -
                    Nve:scaffold_1190:21804                 YR_only              11804            32325            32365              20522    1.6197e-12             -             -
                    Nve:scaffold_243:145843                 YR_only             135843           156139           365242              20297    2.3082e-12             -             -
                    Nve:scaffold_243:145341                 YR_only             135341           155712           365242              20372    1.5758e-08             -             -
                     Nve:scaffold_57:111891             two_domains             101891           122349          1078803              20459    2.6978e-12    3.0962e-33             -
                     Nve:scaffold_57:111797             two_domains             101797           121883          1078803              20087    2.6978e-12    2.9908e-33             -
                     Nve:scaffold_57:111883             two_domains             101883           121918          1078803              20036    2.6978e-12    2.9992e-33             -
                     Nve:scaffold_16:917722             two_domains             907722           928024          1704687              20303    4.1773e-12    9.1606e-26             -
                     Nve:scaffold_16:123111                 YR_only             113111           133206          1704687              20096    1.0926e-03             -             -
                    Nve:scaffold_305:167912             two_domains             157912           178253           252121              20342    5.6057e-12    9.9444e-08             -
                    Nve:scaffold_305:168253             two_domains             158253           178339           252121              20087    5.6057e-12    9.9077e-08             -
                     Nve:scaffold_668:48932             two_domains              38932            59351            68392              20420    1.3042e-11    1.4178e-18             -
                     Nve:scaffold_85:255561                 YR_only             245561           265878           811768              20318    1.3393e-11             -             -
                    Nve:scaffold_145:156693             two_domains             146693           167067           561236              20375    1.3425e-11    1.0751e-03             -
                    Nve:scaffold_124:339617             two_domains             329617           350021           642898              20405    1.7995e-11    2.7982e-22             -
                    Nve:scaffold_124:340578             two_domains             330578           350850           642898              20273    5.8456e-11    2.6801e-22             -
                    Nve:scaffold_56:1019403             two_domains            1009403          1029957          1104042              20555    2.3803e-11    3.6603e-06             -
                     Nve:scaffold_503:19241                 YR_only               9241            29621           119891              20381    3.2050e-11             -             -
                    Nve:scaffold_265:225447             two_domains             215447           235788           328569              20342    9.7195e-11    6.9804e-32             -
                    Nve:scaffold_265:225788             two_domains             215788           235874           328569              20087    9.7195e-11    6.8356e-32             -
                    Nve:scaffold_340:197448             two_domains             187448           207627           239446              20180    1.2648e-10    4.4975e-26             -
                    Nve:scaffold_340:197627             two_domains             187627           207713           239446              20087    1.2648e-10    4.4985e-26             -
                     Nve:scaffold_612:46810                    DIRS              36810            57112            75212              20303    1.3497e-10    4.9566e-35    3.5441e-18
                     Nve:scaffold_3454:2833             two_domains                  1             9739             9739               9739    1.4194e-10    3.5795e-06             -
                     Nve:scaffold_3454:8430             two_domains                  1             9739             9739               9739    1.5798e-07    3.5795e-06             -
                     Nve:scaffold_3454:8422             two_domains                  1             9739             9739               9739    1.5798e-07    3.5795e-06             -
                     Nve:scaffold_1492:1733             two_domains                  1            11912            27222              11912    1.5638e-10    3.5322e-26             -
                     Nve:scaffold_513:38074                 YR_only              28074            48220           101710              20147    1.6905e-10             -             -
                     Nve:scaffold_513:38262                 YR_only              28262            48639           101710              20378    1.6905e-10             -             -
                     Nve:scaffold_491:49583                 YR_only              39583            59780           125362              20198    1.8554e-10             -             -
                      Nve:scaffold_4613:773             two_domains                  1             7059             7059               7059    1.9941e-10    2.6764e-26             -
                     Nve:scaffold_8:1768947                 YR_only            1758947          1779309          2246329              20363    4.6424e-10             -             -
                     Nve:scaffold_2636:2148                 YR_only                  1            12426            13196              12426    5.4986e-10             -             -
                      Nve:scaffold_3389:100                 YR_only                  1             9791             9791               9791    9.4751e-10             -             -
                     Nve:scaffold_21:647913                 YR_only             637913           658386          1617515              20474    1.1247e-09             -             -
                     Nve:scaffold_1814:5747                    DIRS                  1            16037            19568              16037    1.3663e-09    1.5377e-05    9.0939e-10
                     Nve:scaffold_547:79891                    DIRS              69891            90568           104713              20678    1.9959e-09    5.3786e-14    6.3812e-10
                      Nve:scaffold_10050:60                 YR_only                  1             2641             2641               2641    2.7822e-09             -             -
                    Nve:scaffold_435:118239             two_domains             108239           128547           162862              20309    6.4300e-09             -    1.2239e-06
                    Nve:scaffold_435:106676             two_domains              96676           116984           162862              20309    6.4300e-09             -    1.2239e-06
                    Nve:scaffold_180:282611                 YR_only             272611           293129           473587              20519    6.5514e-09             -             -
                    Nve:scaffold_152:257716             two_domains             247716           268105           547320              20390    6.5650e-09             -    1.5061e-06
                     Nve:scaffold_71:449663                 YR_only             439663           460163           968714              20501    8.8322e-09             -             -
                     Nve:scaffold_48:548888             two_domains             538888           559265          1166239              20378    8.8363e-09    5.3691e-03             -
                    Nve:scaffold_17:1546645                    DIRS            1536645          1556911          1671248              20267    8.8495e-09    2.4859e-27    6.2984e-32
                    Nve:scaffold_17:1547274                    DIRS            1537274          1557519          1671248              20246    7.7805e-03    2.4881e-27    6.0337e-32
                     Nve:scaffold_58:358264             two_domains             348264           368473          1068422              20210    2.1289e-08    3.9415e-15             -
                    Nve:scaffold_38:1181903          viper_or_Ngaro            1171903          1192280          1269438              20378    2.8539e-08    1.9122e-04             -
                    Nve:scaffold_186:454986                    DIRS             444986           465462           468191              20477    5.1037e-08    3.8811e-18    1.8058e-11
                    Nve:scaffold_2297:12133             two_domains               2133            14316            14316              12184    6.1320e-08             -    1.2239e-06
                     Nve:scaffold_737:15681                 YR_only               5681            26070            57041              20390    8.4061e-08             -             -
                    Nve:scaffold_1185:18654             two_domains               8654            28818            33806              20165    1.4951e-07    1.3838e-15             -
                     Nve:scaffold_79:601547             two_domains             591547           611717           904321              20171    1.6319e-07    1.1965e-20             -
                     Nve:scaffold_79:598173             two_domains             588173           608463           904321              20291    1.1504e-04    1.4716e-20             -
                     Nve:scaffold_79:598762             two_domains             588762           608881           904321              20120    8.2405e-04    1.4364e-20             -
                    Nve:scaffold_2340:10150             two_domains                150            14581            14581              14432    2.5688e-07    6.5067e-15             -
                    Nve:scaffold_181:180515                 YR_only             170515           190577           477772              20063    3.2235e-07             -             -
                    Nve:scaffold_181:180678                 YR_only             170678           190869           477772              20192    3.2235e-07             -             -
                    Nve:scaffold_181:180589                 YR_only             170589           190639           477772              20051    3.2235e-07             -             -
                     Nve:scaffold_381:55713             two_domains              45713            65982           195978              20270    3.7933e-07    2.9266e-23             -
                       Nve:scaffold_1477:17             two_domains                  1            10376            26484              10376    1.1596e-06    1.2473e-17             -
                      Nve:scaffold_1477:391             two_domains                  1            10438            26484              10438    1.1596e-06    1.2471e-17             -
                    Nve:scaffold_1004:31772                 YR_only              21772            36805            36805              15034    1.1764e-06             -             -
                    Nve:scaffold_119:554731                 YR_only             544731           564874           668776              20144    1.2253e-06             -             -
                      Nve:scaffold_50:94690                 YR_only              84690           104881          1172175              20192    1.6299e-06             -             -
                     Nve:scaffold_50:394459                 YR_only             384459           405070          1172175              20612    3.5428e-04             -             -
                    Nve:scaffold_184:305063             two_domains             295063           315185           462135              20123    1.7746e-06    1.4346e-34             -
                    Nve:scaffold_184:305173             two_domains             295173           315253           462135              20081    1.7746e-06    1.4228e-34             -
                    Nve:scaffold_1056:12118                    DIRS               2118            22285            38074              20168    1.9607e-06    3.3360e-16    1.3386e-34
                      Nve:scaffold_2350:950             two_domains                  1            11354            14757              11354    1.9661e-06    6.8567e-22             -
                    Nve:scaffold_323:183764                    DIRS             173764           194219           261653              20456    3.8237e-06    6.6862e-04    6.8495e-07
                     Nve:scaffold_110:18045             two_domains               8045            28356           684940              20312    9.0275e-06             -    1.3294e-11
                    Nve:scaffold_2120:13309             two_domains               3309            16512            16512              13204    1.0959e-05    5.7709e-12             -
                     Nve:scaffold_2561:8696                 YR_only                  1            12337            12337              12337    1.6123e-05             -             -
                    Nve:scaffold_1491:12765                 YR_only               2765            22866            24064              20102    1.9011e-05             -             -
                     Nve:scaffold_3220:7724             two_domains                  1            10847            10847              10847    2.0770e-05    8.2680e-05             -
                      Nve:scaffold_24:11932          viper_or_Ngaro               1932            22600          1601005              20669    1.0495e-04    5.9529e-16             -
                     Nve:scaffold_2771:5183             two_domains                  1            12954            12954              12954    1.2674e-04    7.9209e-24             -
                     Nve:scaffold_15:813469                 YR_only             803469           824260          1710382              20792    2.6791e-04             -             -
                     Nve:scaffold_1430:6344                 YR_only                  1            16439            23382              16439    2.6860e-04             -             -
                     Nve:scaffold_1430:6436                 YR_only                  1            16492            23382              16492    2.6860e-04             -             -
                     Nve:scaffold_360:66726                 YR_only              56726            77094           223823              20369    3.5257e-04             -             -
                     Nve:scaffold_290:79416             two_domains              69416            89727           298048              20312    4.6349e-04             -    1.4411e-10
                    Nve:scaffold_129:510417             two_domains             500417           520530           610570              20114    4.6495e-04    6.0346e-14             -
                     Nve:scaffold_34:876349                    DIRS             866349           886642          1292743              20294    4.7012e-04    1.2823e-13    1.5344e-09
                     Nve:scaffold_665:17903             two_domains               7903            28019            65712              20117    5.8446e-04    1.0634e-20             -
                     Nve:scaffold_943:28953                 YR_only              18953            39087            44441              20135    5.9833e-04             -             -
                     Nve:scaffold_2053:3933                 YR_only                  1            14028            17613              14028    1.0075e-03             -             -
                     Nve:scaffold_565:25419                 YR_only              15419            35514            94836              20096    1.0443e-03             -             -
                    Nve:scaffold_239:226460             two_domains             216460           236633           357850              20174    1.4400e-03    5.7993e-27             -
                     Nve:scaffold_245:28312             two_domains              18312            38410           358628              20099    1.9097e-03    6.2654e-03             -
                    Nve:scaffold_279:136466                 YR_only             126466           146867           290595              20402    3.3297e-03             -             -
                    Nve:scaffold_122:374332                 YR_only             364332           384421           655717              20090    3.3480e-03             -             -
                    Nve:scaffold_2306:14427                 YR_only               4427            14771            14771              10345    4.0882e-03             -             -
                     Nve:scaffold_5753:5912                 YR_only                  1             6838             6838               6838    6.4583e-03             -             -
                    Nve:scaffold_443:122894                 YR_only             112894           130381           130381              17488    6.4739e-03             -             -
                    Nve:scaffold_443:123051                 YR_only             113051           130381           130381              17331    6.4739e-03             -             -
                     Nve:scaffold_1060:4260                 YR_only                  1            14355            38985              14355    7.5400e-03             -             -
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
